E_eV,T_from_T22,T_from_S21
1.900475118779695058e-03,2.382725043129454970e-09,2.382725043129454970e-09
1.950487621905476433e-03,2.469821581793749910e-09,2.469821581793748670e-09
2.000500125031258025e-03,2.558446416611398131e-09,2.558446416611397718e-09
2.050512628157039399e-03,2.648623867210240299e-09,2.648623867210240299e-09
2.100525131282820774e-03,2.740378646260905802e-09,2.740378646260905388e-09
2.150537634408602149e-03,2.833735866202558342e-09,2.833735866202557928e-09
2.200550137534383957e-03,2.928721046092640032e-09,2.928721046092640859e-09
2.250562640660165332e-03,3.025360118583331296e-09,3.025360118583331710e-09
2.300575143785946707e-03,3.123679437027072449e-09,3.123679437027072035e-09
2.350587646911728081e-03,3.223705782714028027e-09,3.223705782714027200e-09
2.400600150037509456e-03,3.325466372243740084e-09,3.325466372243741324e-09
2.450612653163290831e-03,3.428988865034076507e-09,3.428988865034077334e-09
2.500625156289072639e-03,3.534301370970071709e-09,3.534301370970070468e-09
2.550637659414854014e-03,3.641432458195431984e-09,3.641432458195433225e-09
2.600650162540635389e-03,3.750411161049805392e-09,3.750411161049805392e-09
2.650662665666416763e-03,3.861266988154588051e-09,3.861266988154588051e-09
2.700675168792198138e-03,3.974029930650410125e-09,3.974029930650409298e-09
2.750687671917979513e-03,4.088730470589311622e-09,4.088730470589309140e-09
2.800700175043761321e-03,4.205399589484860461e-09,4.205399589484860461e-09
2.850712678169542696e-03,4.324068777023438835e-09,4.324068777023437181e-09
2.900725181295324070e-03,4.444770039939984654e-09,4.444770039939984654e-09
2.950737684421105445e-03,4.567535911061386780e-09,4.567535911061385126e-09
3.000750187546886820e-03,4.692399458521457381e-09,4.692399458521458208e-09
3.050762690672668195e-03,4.819394295150551054e-09,4.819394295150550227e-09
3.100775193798450003e-03,4.948554588043668027e-09,4.948554588043667200e-09
3.150787696924231378e-03,5.079915068310724030e-09,5.079915068310724857e-09
3.200800200050012752e-03,5.213511041012729840e-09,5.213511041012729840e-09
3.250812703175794127e-03,5.349378395287735989e-09,5.349378395287735162e-09
3.300825206301575502e-03,5.487553614670665290e-09,5.487553614670666944e-09
3.350837709427357310e-03,5.628073787610628120e-09,5.628073787610628947e-09
3.400850212553138685e-03,5.770976618190628125e-09,5.770976618190628952e-09
3.450862715678920060e-03,5.916300437052956303e-09,5.916300437052957130e-09
3.500875218804701434e-03,6.064084212535570741e-09,6.064084212535571569e-09
3.550887721930482809e-03,6.214367562022833590e-09,6.214367562022833590e-09
3.600900225056264184e-03,6.367190763516343426e-09,6.367190763516341771e-09
3.650912728182045992e-03,6.522594767429126238e-09,6.522594767429126238e-09
3.700925231307827367e-03,6.680621208609485658e-09,6.680621208609485658e-09
3.750937734433608742e-03,6.841312418597774852e-09,6.841312418597777333e-09
3.800950237559390116e-03,7.004711438122341061e-09,7.004711438122341061e-09
3.850962740685171491e-03,7.170862029838941664e-09,7.170862029838940836e-09
3.900975243810952866e-03,7.339808691319173027e-09,7.339808691319173854e-09
3.950987746936734241e-03,7.511596668293007595e-09,7.511596668293007595e-09
4.001000250062516049e-03,7.686271968151303917e-09,7.686271968151303917e-09
4.051012753188296990e-03,7.863881373713332101e-09,7.863881373713332101e-09
4.101025256314078798e-03,8.044472457265415168e-09,8.044472457265415168e-09
4.151037759439860607e-03,8.228093594876022434e-09,8.228093594876022434e-09
4.201050262565641548e-03,8.414793980994254967e-09,8.414793980994256621e-09
4.251062765691423356e-03,8.604623643336487689e-09,8.604623643336486034e-09
4.301075268817204297e-03,8.797633458068884050e-09,8.797633458068885704e-09
4.351087771942986106e-03,8.993875165290943240e-09,8.993875165290941586e-09
4.401100275068767914e-03,9.193401384827132469e-09,9.193401384827132469e-09
4.451112778194548855e-03,9.396265632333848773e-09,9.396265632333848773e-09
4.501125281320330664e-03,9.602522335727480746e-09,9.602522335727482400e-09
4.551137784446111605e-03,9.812226851941845332e-09,9.812226851941843677e-09
4.601150287571893413e-03,1.002543548402084782e-08,1.002543548402084616e-08
4.651162790697674354e-03,1.024220549855502068e-08,1.024220549855502068e-08
4.701175293823456162e-03,1.046259514346900865e-08,1.046259514346900699e-08
4.751187796949237971e-03,1.068666366616720321e-08,1.068666366616720486e-08
4.801200300075018912e-03,1.091447133204642682e-08,1.091447133204642682e-08
4.851212803200800720e-03,1.114607944338304217e-08,1.114607944338304217e-08
4.901225306326581661e-03,1.138155035860323461e-08,1.138155035860323461e-08
4.951237809452363470e-03,1.162094751194468833e-08,1.162094751194469164e-08
5.001250312578145278e-03,1.186433543351881817e-08,1.186433543351881651e-08
5.051262815703926219e-03,1.211177976978166499e-08,1.211177976978166333e-08
5.101275318829708028e-03,1.236334730442395329e-08,1.236334730442395329e-08
5.151287821955488969e-03,1.261910597968821552e-08,1.261910597968821221e-08
5.201300325081270777e-03,1.287912491812358925e-08,1.287912491812359091e-08
5.251312828207052585e-03,1.314347444478794869e-08,1.314347444478794869e-08
5.301325331332833526e-03,1.341222610990737434e-08,1.341222610990737765e-08
5.351337834458615335e-03,1.368545271200293679e-08,1.368545271200294341e-08
5.401350337584396276e-03,1.396322832149650408e-08,1.396322832149650243e-08
5.451362840710178084e-03,1.424562830480504051e-08,1.424562830480504051e-08
5.501375343835959025e-03,1.453272934893534982e-08,1.453272934893535147e-08
5.551387846961740834e-03,1.482460948659134933e-08,1.482460948659134933e-08
5.601400350087522642e-03,1.512134812180362432e-08,1.512134812180362101e-08
5.651412853213303583e-03,1.542302605609522368e-08,1.542302605609522698e-08
5.701425356339085392e-03,1.572972551519503927e-08,1.572972551519503927e-08
5.751437859464866333e-03,1.604153017631143797e-08,1.604153017631143466e-08
5.801450362590648141e-03,1.635852519597943764e-08,1.635852519597943103e-08
5.851462865716429949e-03,1.668079723849428958e-08,1.668079723849429289e-08
5.901475368842210890e-03,1.700843450494548494e-08,1.700843450494548825e-08
5.951487871967992699e-03,1.734152676286439021e-08,1.734152676286439682e-08
6.001500375093773640e-03,1.768016537650130421e-08,1.768016537650130752e-08
6.051512878219555448e-03,1.802444333774407979e-08,1.802444333774407979e-08
6.101525381345336389e-03,1.837445529769666347e-08,1.837445529769666347e-08
6.151537884471118198e-03,1.873029759892987168e-08,1.873029759892987830e-08
6.201550387596900006e-03,1.909206830842275014e-08,1.909206830842275014e-08
6.251562890722680947e-03,1.945986725120797329e-08,1.945986725120797329e-08
6.301575393848462756e-03,1.983379604474150643e-08,1.983379604474149651e-08
6.351587896974243697e-03,2.021395813401037768e-08,2.021395813401038099e-08
6.401600400100025505e-03,2.060045882739761801e-08,2.060045882739762794e-08
6.451612903225807313e-03,2.099340533332279555e-08,2.099340533332280217e-08
6.501625406351588254e-03,2.139290679767522721e-08,2.139290679767523383e-08
6.551637909477370063e-03,2.179907434206014995e-08,2.179907434206014995e-08
6.601650412603151004e-03,2.221202110287595057e-08,2.221202110287595057e-08
6.651662915728932812e-03,2.263186227124466863e-08,2.263186227124466532e-08
6.701675418854714621e-03,2.305871513381293162e-08,2.305871513381292500e-08
6.751687921980495562e-03,2.349269911444757532e-08,2.349269911444757202e-08
6.801700425106277370e-03,2.393393581684633437e-08,2.393393581684633437e-08
6.851712928232058311e-03,2.438254906808393178e-08,2.438254906808393840e-08
6.901725431357840120e-03,2.483866496312014646e-08,2.483866496312014646e-08
6.951737934483621061e-03,2.530241191028953237e-08,2.530241191028953568e-08
7.001750437609402869e-03,2.577392067779944106e-08,2.577392067779944106e-08
7.051762940735184677e-03,2.625332444125944908e-08,2.625332444125944246e-08
7.101775443860965618e-03,2.674075883226715126e-08,2.674075883226715788e-08
7.151787946986747427e-03,2.723636198807921837e-08,2.723636198807922168e-08
7.201800450112528368e-03,2.774027460238985095e-08,2.774027460238985095e-08
7.251812953238310176e-03,2.825263997724812527e-08,2.825263997724813189e-08
7.301825456364091985e-03,2.877360407614104193e-08,2.877360407614103862e-08
7.351837959489872926e-03,2.930331557826838946e-08,2.930331557826838284e-08
7.401850462615654734e-03,2.984192593404579913e-08,2.984192593404579251e-08
7.451862965741435675e-03,3.038958942185793100e-08,3.038958942185793100e-08
7.501875468867217484e-03,3.094646320610232319e-08,3.094646320610232319e-08
7.551887971992998425e-03,3.151270739654740277e-08,3.151270739654739615e-08
7.601900475118780233e-03,3.208848510904394613e-08,3.208848510904393951e-08
7.651912978244562041e-03,3.267396252762205700e-08,3.267396252762205700e-08
7.701925481370342982e-03,3.326930896800868481e-08,3.326930896800869143e-08
7.751937984496124791e-03,3.387469694260055089e-08,3.387469694260055089e-08
7.801950487621905732e-03,3.449030222693124069e-08,3.449030222693123407e-08
7.851962990747687540e-03,3.511630392767020811e-08,3.511630392767022134e-08
7.901975493873468481e-03,3.575288455219207298e-08,3.575288455219207960e-08
7.951987996999251157e-03,3.640023007975559882e-08,3.640023007975559221e-08
8.002000500125032098e-03,3.705853003433645606e-08,3.705853003433644945e-08
8.052013003250813039e-03,3.772797755915385929e-08,3.772797755915386591e-08
8.102025506376593980e-03,3.840876949293561386e-08,3.840876949293561386e-08
8.152038009502376656e-03,3.910110644796604118e-08,3.910110644796604779e-08
8.202050512628157597e-03,3.980519288996392519e-08,3.980519288996392519e-08
8.252063015753938538e-03,4.052123721983749063e-08,4.052123721983747740e-08
8.302075518879721214e-03,4.124945185736479291e-08,4.124945185736480614e-08
8.352088022005502155e-03,4.199005332685273072e-08,4.199005332685272410e-08
8.402100525131283096e-03,4.274326234482002402e-08,4.274326234482001740e-08
8.452113028257065772e-03,4.350930390976603706e-08,4.350930390976604367e-08
8.502125531382846713e-03,4.428840739407354879e-08,4.428840739407356202e-08
8.552138034508627654e-03,4.508080663810304230e-08,4.508080663810306215e-08
8.602150537634408595e-03,4.588674004654334447e-08,4.588674004654335771e-08
8.652163040760191270e-03,4.670645068706464674e-08,4.670645068706464674e-08
8.702175543885972211e-03,4.754018639135136419e-08,4.754018639135135096e-08
8.752188047011753153e-03,4.838819985856572781e-08,4.838819985856572781e-08
8.802200550137535828e-03,4.925074876131345900e-08,4.925074876131346562e-08
8.852213053263316769e-03,5.012809585417944806e-08,5.012809585417945467e-08
8.902225556389097710e-03,5.102050908489620289e-08,5.102050908489620951e-08
8.952238059514878651e-03,5.192826170822560897e-08,5.192826170822560897e-08
9.002250562640661327e-03,5.285163240261728978e-08,5.285163240261726331e-08
9.052263065766442268e-03,5.379090538972909157e-08,5.379090538972909157e-08
9.102275568892223209e-03,5.474637055687889105e-08,5.474637055687889105e-08
9.152288072018005885e-03,5.571832358251302495e-08,5.571832358251301833e-08
9.202300575143786826e-03,5.670706606477287486e-08,5.670706606477286824e-08
9.252313078269567767e-03,5.771290565324407918e-08,5.771290565324408580e-08
9.302325581395348708e-03,5.873615618397504736e-08,5.873615618397504736e-08
9.352338084521131384e-03,5.977713781785824786e-08,5.977713781785824786e-08
9.402350587646912325e-03,6.083617718246557081e-08,6.083617718246558404e-08
9.452363090772693266e-03,6.191360751743099839e-08,6.191360751743097192e-08
9.502375593898475942e-03,6.300976882348499316e-08,6.300976882348501963e-08
9.552388097024256883e-03,6.412500801523905186e-08,6.412500801523903862e-08
9.602400600150037824e-03,6.525967907782560255e-08,6.525967907782560255e-08
9.652413103275820500e-03,6.641414322750363061e-08,6.641414322750364384e-08
9.702425606401601441e-03,6.758876907633948601e-08,6.758876907633949924e-08
9.752438109527382382e-03,6.878393280107944502e-08,6.878393280107947149e-08
9.802450612653163323e-03,7.000001831633196223e-08,7.000001831633194899e-08
9.852463115778945998e-03,7.123741745218604592e-08,7.123741745218601945e-08
9.902475618904726939e-03,7.249653013638497658e-08,7.249653013638496335e-08
9.952488122030507880e-03,7.377776458119224389e-08,7.377776458119223066e-08
1.000250062515629056e-02,7.508153747508312302e-08,7.508153747508309655e-08
1.005251312828207150e-02,7.640827417939708466e-08,7.640827417939708466e-08
1.010252563140785244e-02,7.775840893010027548e-08,7.775840893010028872e-08
1.015253813453363338e-02,7.913238504479956308e-08,7.913238504479954985e-08
1.020255063765941606e-02,8.053065513516803622e-08,8.053065513516804946e-08
1.025256314078519700e-02,8.195368132493207053e-08,8.195368132493205729e-08
1.030257564391097794e-02,8.340193547358836021e-08,8.340193547358838668e-08
1.035258814703676061e-02,8.487589940601800647e-08,8.487589940601799323e-08
1.040260065016254155e-02,8.637606514816545445e-08,8.637606514816546768e-08
1.045261315328832250e-02,8.790293516897202731e-08,8.790293516897204054e-08
1.050262565641410517e-02,8.945702262873998889e-08,8.945702262873998889e-08
1.055263815953988611e-02,9.103885163411957020e-08,9.103885163411957020e-08
1.060265066266566705e-02,9.264895749992065949e-08,9.264895749992064626e-08
1.065266316579144799e-02,9.428788701795093502e-08,9.428788701795093502e-08
1.070267566891723067e-02,9.595619873308899590e-08,9.595619873308895619e-08
1.075268817204301161e-02,9.765446322681029766e-08,9.765446322681027119e-08
1.080270067516879255e-02,9.938326340839723834e-08,9.938326340839723834e-08
1.085271317829457523e-02,1.011431948140571706e-07,1.011431948140571970e-07
1.090272568142035617e-02,1.029348659141928148e-07,1.029348659141928148e-07
1.095273818454613711e-02,1.047588984290751728e-07,1.047588984290751861e-07
1.100275068767191805e-02,1.066159276531728672e-07,1.066159276531728672e-07
1.105276319079770073e-02,1.085066027884024175e-07,1.085066027884024307e-07
1.110277569392348167e-02,1.104315872865830262e-07,1.104315872865830130e-07
1.115278819704926261e-02,1.123915592013622374e-07,1.123915592013621977e-07
1.120280070017504528e-02,1.143872115499272090e-07,1.143872115499272223e-07
1.125281320330082623e-02,1.164192526847904758e-07,1.164192526847905023e-07
1.130282570642660717e-02,1.184884066759687398e-07,1.184884066759687266e-07
1.135283820955238984e-02,1.205954137038837090e-07,1.205954137038837620e-07
1.140285071267817078e-02,1.227410304633157494e-07,1.227410304633157494e-07
1.145286321580395172e-02,1.249260305787635502e-07,1.249260305787635502e-07
1.150287571892973267e-02,1.271512050315677010e-07,1.271512050315677275e-07
1.155288822205551534e-02,1.294173625991701326e-07,1.294173625991701061e-07
1.160290072518129628e-02,1.317253303069034387e-07,1.317253303069034651e-07
1.165291322830707722e-02,1.340759538926964179e-07,1.340759538926964179e-07
1.170292573143285990e-02,1.364700982851241166e-07,1.364700982851240901e-07
1.175293823455864084e-02,1.389086480952264187e-07,1.389086480952264187e-07
1.180295073768442178e-02,1.413925081225318552e-07,1.413925081225318287e-07
1.185296324081020272e-02,1.439226038757649403e-07,1.439226038757649403e-07
1.190297574393598540e-02,1.464998821086925023e-07,1.464998821086925023e-07
1.195298824706176634e-02,1.491253113716187618e-07,1.491253113716187883e-07
1.200300075018754728e-02,1.517998825790392317e-07,1.517998825790392847e-07
1.205301325331332996e-02,1.545246095939760575e-07,1.545246095939760839e-07
1.210302575643911090e-02,1.573005298295577830e-07,1.573005298295577830e-07
1.215303825956489184e-02,1.601287048683995145e-07,1.601287048683994616e-07
1.220305076269067278e-02,1.630102211003894014e-07,1.630102211003894014e-07
1.225306326581645545e-02,1.659461903794833304e-07,1.659461903794833039e-07
1.230307576894223640e-02,1.689377507001517367e-07,1.689377507001517367e-07
1.235308827206801734e-02,1.719860668941378691e-07,1.719860668941378691e-07
1.240310077519380001e-02,1.750923313482030951e-07,1.750923313482032009e-07
1.245311327831958095e-02,1.782577647435851556e-07,1.782577647435851820e-07
1.250312578144536189e-02,1.814836168178899010e-07,1.814836168178899274e-07
1.255313828457114457e-02,1.847711671501974482e-07,1.847711671501973687e-07
1.260315078769692551e-02,1.881217259701597512e-07,1.881217259701597777e-07
1.265316329082270645e-02,1.915366349919383930e-07,1.915366349919384194e-07
1.270317579394848739e-02,1.950172682738018364e-07,1.950172682738018629e-07
1.275318829707427007e-02,1.985650331043156202e-07,1.985650331043156467e-07
1.280320080020005101e-02,2.021813709160075229e-07,2.021813709160074170e-07
1.285321330332583195e-02,2.058677582274974819e-07,2.058677582274975349e-07
1.290322580645161463e-02,2.096257076150668301e-07,2.096257076150668301e-07
1.295323830957739557e-02,2.134567687147168278e-07,2.134567687147168543e-07
1.300325081270317651e-02,2.173625292557871394e-07,2.173625292557870865e-07
1.305326331582895745e-02,2.213446161272444238e-07,2.213446161272443973e-07
1.310327581895474013e-02,2.254046964778151052e-07,2.254046964778150788e-07
1.315328832208052107e-02,2.295444788511745884e-07,2.295444788511745884e-07
1.320330082520630201e-02,2.337657143574196325e-07,2.337657143574196325e-07
1.325331332833208468e-02,2.380701978821744784e-07,2.380701978821743990e-07
1.330332583145786562e-02,2.424597693346535831e-07,2.424597693346536361e-07
1.335333833458364657e-02,2.469363149361126322e-07,2.469363149361126322e-07
1.340335083770942924e-02,2.515017685501543082e-07,2.515017685501543611e-07
1.345336334083521018e-02,2.561581130564273459e-07,2.561581130564273459e-07
1.350337584396099112e-02,2.609073817692936404e-07,2.609073817692936404e-07
1.355338834708677206e-02,2.657516599031471761e-07,2.657516599031472291e-07
1.360340085021255474e-02,2.706930860860943031e-07,2.706930860860943031e-07
1.365341335333833568e-02,2.757338539237991152e-07,2.757338539237991152e-07
1.370342585646411662e-02,2.808762136153721212e-07,2.808762136153721742e-07
1.375343835958989930e-02,2.861224736232462549e-07,2.861224736232462020e-07
1.380345086271568024e-02,2.914750023990794028e-07,2.914750023990794028e-07
1.385346336584146118e-02,2.969362301677970085e-07,2.969362301677970085e-07
1.390347586896724212e-02,3.025086507719941397e-07,3.025086507719940338e-07
1.395348837209302480e-02,3.081948235789799291e-07,3.081948235789799291e-07
1.400350087521880574e-02,3.139973754528925685e-07,3.139973754528925155e-07
1.405351337834458668e-02,3.199190027943512582e-07,3.199190027943512582e-07
1.410352588147036935e-02,3.259624736502975406e-07,3.259624736502974347e-07
1.415353838459615030e-02,3.321306298967068790e-07,3.321306298967069848e-07
1.420355088772193124e-02,3.384263894970588626e-07,3.384263894970588096e-07
1.425356339084771218e-02,3.448527488394806792e-07,3.448527488394807321e-07
1.430357589397349485e-02,3.514127851557061351e-07,3.514127851557060821e-07
1.435358839709927579e-02,3.581096590250368140e-07,3.581096590250367610e-07
1.440360090022505674e-02,3.649466169667332632e-07,3.649466169667331044e-07
1.445361340335083941e-02,3.719269941243005205e-07,3.719269941243003617e-07
1.450362590647662035e-02,3.790542170453967246e-07,3.790542170453967775e-07
1.455363840960240129e-02,3.863318065611853531e-07,3.863318065611854589e-07
1.460365091272818397e-02,3.937633807691563995e-07,3.937633807691562937e-07
1.465366341585396491e-02,4.013526581236207372e-07,4.013526581236208431e-07
1.470367591897974585e-02,4.091034606382662009e-07,4.091034606382663067e-07
1.475368842210552679e-02,4.170197172053559817e-07,4.170197172053559288e-07
1.480370092523130947e-02,4.251054670364073229e-07,4.251054670364073229e-07
1.485371342835709041e-02,4.333648632293174109e-07,4.333648632293174109e-07
1.490372593148287135e-02,4.418021764672549829e-07,4.418021764672549300e-07
1.495373843460865403e-02,4.504217988547641776e-07,4.504217988547640188e-07
1.500375093773443497e-02,4.592282478968774584e-07,4.592282478968774055e-07
1.505376344086021591e-02,4.682261706272451901e-07,4.682261706272453489e-07
1.510377594398599685e-02,4.774203478915992525e-07,4.774203478915992525e-07
1.515378844711177952e-02,4.868156987931631600e-07,4.868156987931630541e-07
1.520380095023756047e-02,4.964172853069428684e-07,4.964172853069428684e-07
1.525381345336334141e-02,5.062303170701474430e-07,5.062303170701473371e-07
1.530382595648912408e-02,5.162601563563423424e-07,5.162601563563425542e-07
1.535383845961490502e-02,5.265123232413438043e-07,5.265123232413439102e-07
1.540385096274068596e-02,5.369925009691739426e-07,5.369925009691740485e-07
1.545386346586646864e-02,5.477065415268939578e-07,5.477065415268940636e-07
1.550387596899224958e-02,5.586604714374932739e-07,5.586604714374931681e-07
1.555388847211803052e-02,5.698604977804846375e-07,5.698604977804847433e-07
1.560390097524381146e-02,5.813130144503932889e-07,5.813130144503935007e-07
1.565391347836959240e-02,5.930246086637234623e-07,5.930246086637234623e-07
1.570392598149537508e-02,6.050020677256363026e-07,6.050020677256361967e-07
1.575393848462115776e-02,6.172523860680169288e-07,6.172523860680172464e-07
1.580395098774693696e-02,6.297827725713553432e-07,6.297827725713551315e-07
1.585396349087271964e-02,6.426006581833239247e-07,6.426006581833237129e-07
1.590397599399850231e-02,6.557137038477405100e-07,6.557137038477406159e-07
1.595398849712428152e-02,6.691298087582078863e-07,6.691298087582079921e-07
1.600400100025006420e-02,6.828571189515435145e-07,6.828571189515435145e-07
1.605401350337584687e-02,6.969040362568446124e-07,6.969040362568445065e-07
1.610402600650162608e-02,7.112792276168475109e-07,7.112792276168477227e-07
1.615403850962740875e-02,7.259916347992412863e-07,7.259916347992412863e-07
1.620405101275318796e-02,7.410504845163047413e-07,7.410504845163045296e-07
1.625406351587897064e-02,7.564652989724843370e-07,7.564652989724843370e-07
1.630407601900475331e-02,7.722459068603483797e-07,7.722459068603482739e-07
1.635408852213053252e-02,7.884024548265809665e-07,7.884024548265808606e-07
1.640410102525631519e-02,8.049454194308708607e-07,8.049454194308706490e-07
1.645411352838209787e-02,8.218856196216348854e-07,8.218856196216348854e-07
1.650412603150787708e-02,8.392342297540367959e-07,8.392342297540369017e-07
1.655413853463365975e-02,8.570027931770326170e-07,8.570027931770329346e-07
1.660415103775944243e-02,8.752032364176604992e-07,8.752032364176603934e-07
1.665416354088522163e-02,8.938478839924448638e-07,8.938478839924449697e-07
1.670417604401100431e-02,9.129494738773455829e-07,9.129494738773456888e-07
1.675418854713678699e-02,9.325211736696082464e-07,9.325211736696081405e-07
1.680420105026256619e-02,9.525765974765217981e-07,9.525765974765220099e-07
1.685421355338834887e-02,9.731298235684490246e-07,9.731298235684488129e-07
1.690422605651413154e-02,9.941954128352304186e-07,9.941954128352302069e-07
1.695423855963991075e-02,1.015788428087641898e-06,1.015788428087642321e-06
1.700425106276569343e-02,1.037924454247859869e-06,1.037924454247859657e-06
1.705426356589147263e-02,1.060619619475484881e-06,1.060619619475484881e-06
1.710427606901725531e-02,1.083890617278408362e-06,1.083890617278408574e-06
1.715428857214303798e-02,1.107754729660788830e-06,1.107754729660789042e-06
1.720430107526881719e-02,1.132229851363312664e-06,1.132229851363312029e-06
1.725431357839459987e-02,1.157334515254676835e-06,1.157334515254677047e-06
1.730432608152038254e-02,1.183087918936128273e-06,1.183087918936128484e-06
1.735433858464616175e-02,1.209509952625250837e-06,1.209509952625250837e-06
1.740435108777194442e-02,1.236621228388950197e-06,1.236621228388949985e-06
1.745436359089772710e-02,1.264443110799911463e-06,1.264443110799911251e-06
1.750437609402350631e-02,1.292997749095411205e-06,1.292997749095411417e-06
1.755438859714928898e-02,1.322308110922366588e-06,1.322308110922366588e-06
1.760440110027507166e-02,1.352398017757697514e-06,1.352398017757697514e-06
1.765441360340085086e-02,1.383292182098663425e-06,1.383292182098662790e-06
1.770442610652663354e-02,1.415016246523994978e-06,1.415016246523995190e-06
1.775443860965241621e-02,1.447596824732916684e-06,1.447596824732916684e-06
1.780445111277819542e-02,1.481061544676325889e-06,1.481061544676325889e-06
1.785446361590397810e-02,1.515439093901445882e-06,1.515439093901446094e-06
1.790447611902975730e-02,1.550759267239554032e-06,1.550759267239554244e-06
1.795448862215553998e-02,1.587053016974753917e-06,1.587053016974754129e-06
1.800450112528132265e-02,1.624352505640890371e-06,1.624352505640890160e-06
1.805451362840710186e-02,1.662691161603598852e-06,1.662691161603598217e-06
1.810452613153288454e-02,1.702103737594953909e-06,1.702103737594954121e-06
1.815453863465866721e-02,1.742626372379770189e-06,1.742626372379770824e-06
1.820455113778444642e-02,1.784296655744315643e-06,1.784296655744315219e-06
1.825456364091022909e-02,1.827153697011986274e-06,1.827153697011986486e-06
1.830457614403601177e-02,1.871238197304051308e-06,1.871238197304051943e-06
1.835458864716179098e-02,1.916592525779205817e-06,1.916592525779205817e-06
1.840460115028757365e-02,1.963260800101812522e-06,1.963260800101812946e-06
1.845461365341335633e-02,2.011288971406696972e-06,2.011288971406696972e-06
1.850462615653913553e-02,2.060724914047078916e-06,2.060724914047078492e-06
1.855463865966491821e-02,2.111618520433387885e-06,2.111618520433387461e-06
1.860465116279069742e-02,2.164021801292374326e-06,2.164021801292374326e-06
1.865466366591648009e-02,2.217988991700544280e-06,2.217988991700544280e-06
1.870467616904226277e-02,2.273576663271575570e-06,2.273576663271575994e-06
1.875468867216804197e-02,2.330843842905920576e-06,2.330843842905920576e-06
1.880470117529382465e-02,2.389852138540947430e-06,2.389852138540947430e-06
1.885471367841960733e-02,2.450665872373360656e-06,2.450665872373360233e-06
1.890472618154538653e-02,2.513352222061261291e-06,2.513352222061260867e-06
1.895473868467116921e-02,2.577981370452181445e-06,2.577981370452180598e-06
1.900475118779695188e-02,2.644626664425668156e-06,2.644626664425668579e-06
1.905476369092273109e-02,2.713364783484723053e-06,2.713364783484723476e-06
1.910477619404851377e-02,2.784275918780479302e-06,2.784275918780479726e-06
1.915478869717429644e-02,2.857443963308346541e-06,2.857443963308345694e-06
1.920480120030007565e-02,2.932956714073260744e-06,2.932956714073260321e-06
1.925481370342585832e-02,3.010906087085748957e-06,3.010906087085750227e-06
1.930482620655164100e-02,3.091388346120463363e-06,3.091388346120463787e-06
