E_eV,T_from_T22,T_from_S21
2.600650162540635389e-03,7.027196318015487869e-09,7.027196318015487869e-09
2.650662665666416763e-03,7.205803012852944322e-09,7.205803012852944322e-09
2.700675168792198138e-03,7.386339187264485449e-09,7.386339187264481313e-09
2.750687671917979513e-03,7.568822979472275278e-09,7.568822979472276933e-09
2.800700175043761321e-03,7.753272694548222237e-09,7.753272694548223891e-09
2.850712678169542696e-03,7.939706805981765998e-09,7.939706805981767653e-09
2.900725181295324070e-03,8.128143957263246760e-09,8.128143957263246760e-09
2.950737684421105445e-03,8.318602963482324242e-09,8.318602963482325896e-09
3.000750187546886820e-03,8.511102812942731850e-09,8.511102812942733505e-09
3.050762690672668195e-03,8.705662668792396549e-09,8.705662668792396549e-09
3.100775193798450003e-03,8.902301870669758231e-09,8.902301870669761540e-09
3.150787696924231378e-03,9.101039936366257171e-09,9.101039936366262135e-09
3.200800200050012752e-03,9.301896563505118582e-09,9.301896563505116927e-09
3.250812703175794127e-03,9.504891631236646044e-09,9.504891631236649352e-09
3.300825206301575502e-03,9.710045201950397695e-09,9.710045201950397695e-09
3.350837709427357310e-03,9.917377523003720742e-09,9.917377523003719087e-09
3.400850212553138685e-03,1.012690902846804719e-08,1.012690902846804553e-08
3.450862715678920060e-03,1.033866034089167032e-08,1.033866034089167362e-08
3.500875218804701434e-03,1.055265227308067778e-08,1.055265227308067778e-08
3.550887721930482809e-03,1.076890582989646472e-08,1.076890582989646472e-08
3.600900225056264184e-03,1.098744221007222070e-08,1.098744221007222567e-08
3.650912728182045992e-03,1.120828280804599508e-08,1.120828280804599673e-08
3.700925231307827367e-03,1.143144921581329698e-08,1.143144921581329202e-08
3.750937734433608742e-03,1.165696322479680808e-08,1.165696322479681139e-08
3.800950237559390116e-03,1.188484682773540996e-08,1.188484682773541492e-08
3.850962740685171491e-03,1.211512222059153526e-08,1.211512222059153857e-08
3.900975243810952866e-03,1.234781180447749261e-08,1.234781180447748765e-08
3.950987746936734241e-03,1.258293818760074896e-08,1.258293818760074896e-08
4.001000250062516049e-03,1.282052418722892194e-08,1.282052418722892525e-08
4.051012753188296990e-03,1.306059283167387842e-08,1.306059283167387842e-08
4.101025256314078798e-03,1.330316736229583597e-08,1.330316736229584094e-08
4.151037759439860607e-03,1.354827123552670624e-08,1.354827123552670789e-08
4.201050262565641548e-03,1.379592812491465540e-08,1.379592812491465705e-08
4.251062765691423356e-03,1.404616192318788841e-08,1.404616192318788676e-08
4.301075268817204297e-03,1.429899674433992830e-08,1.429899674433993492e-08
4.351087771942986106e-03,1.455445692573504227e-08,1.455445692573504558e-08
4.401100275068767914e-03,1.481256703023451776e-08,1.481256703023451446e-08
4.451112778194548855e-03,1.507335184834488690e-08,1.507335184834488359e-08
4.501125281320330664e-03,1.533683640038674110e-08,1.533683640038673779e-08
4.551137784446111605e-03,1.560304593868610292e-08,1.560304593868610622e-08
4.601150287571893413e-03,1.587200594978654028e-08,1.587200594978654359e-08
4.651162790697674354e-03,1.614374215668418699e-08,1.614374215668419030e-08
4.701175293823456162e-03,1.641828052108536346e-08,1.641828052108536015e-08
4.751187796949237971e-03,1.669564724568574717e-08,1.669564724568574386e-08
4.801200300075018912e-03,1.697586877647335265e-08,1.697586877647335265e-08
4.851212803200800720e-03,1.725897180505391159e-08,1.725897180505391820e-08
4.901225306326581661e-03,1.754498327100000617e-08,1.754498327100000948e-08
4.951237809452363470e-03,1.783393036422341651e-08,1.783393036422341320e-08
5.001250312578145278e-03,1.812584052737175398e-08,1.812584052737175398e-08
5.051262815703926219e-03,1.842074145824821273e-08,1.842074145824821273e-08
5.101275318829708028e-03,1.871866111225696038e-08,1.871866111225696369e-08
5.151287821955488969e-03,1.901962770487198431e-08,1.901962770487198762e-08
5.201300325081270777e-03,1.932366971413110074e-08,1.932366971413109743e-08
5.251312828207052585e-03,1.963081588315528551e-08,1.963081588315528551e-08
5.301325331332833526e-03,1.994109522269346875e-08,1.994109522269347206e-08
5.351337834458615335e-03,2.025453701369203252e-08,2.025453701369202921e-08
5.401350337584396276e-03,2.057117080989169796e-08,2.057117080989169796e-08
5.451362840710178084e-03,2.089102644044928423e-08,2.089102644044929084e-08
5.501375343835959025e-03,2.121413401258620842e-08,2.121413401258620842e-08
5.551387846961740834e-03,2.154052391426494760e-08,2.154052391426495422e-08
5.601400350087522642e-03,2.187022681689061729e-08,2.187022681689061398e-08
5.651412853213303583e-03,2.220327367804122002e-08,2.220327367804122002e-08
5.701425356339085392e-03,2.253969574422509493e-08,2.253969574422509162e-08
5.751437859464866333e-03,2.287952455366623012e-08,2.287952455366623343e-08
5.801450362590648141e-03,2.322279193911786456e-08,2.322279193911786787e-08
5.851462865716429949e-03,2.356953003070468396e-08,2.356953003070468727e-08
5.901475368842210890e-03,2.391977125879376618e-08,2.391977125879376287e-08
5.951487871967992699e-03,2.427354835689443159e-08,2.427354835689443821e-08
6.001500375093773640e-03,2.463089436458835836e-08,2.463089436458836497e-08
6.051512878219555448e-03,2.499184263048790125e-08,2.499184263048790125e-08
6.101525381345336389e-03,2.535642681522629993e-08,2.535642681522630324e-08
6.151537884471118198e-03,2.572468089447703707e-08,2.572468089447702714e-08
6.201550387596900006e-03,2.609663916200499992e-08,2.609663916200500323e-08
6.251562890722680947e-03,2.647233623274690093e-08,2.647233623274690755e-08
6.301575393848462756e-03,2.685180704592542745e-08,2.685180704592542084e-08
6.351587896974243697e-03,2.723508686819351406e-08,2.723508686819352068e-08
6.401600400100025505e-03,2.762221129681092456e-08,2.762221129681092126e-08
6.451612903225807313e-03,2.801321626285414954e-08,2.801321626285414623e-08
6.501625406351588254e-03,2.840813803445795839e-08,2.840813803445796170e-08
6.551637909477370063e-03,2.880701322009114377e-08,2.880701322009114046e-08
6.601650412603151004e-03,2.920987877186428783e-08,2.920987877186427790e-08
6.651662915728932812e-03,2.961677198887375229e-08,2.961677198887375229e-08
6.701675418854714621e-03,3.002773052057725369e-08,3.002773052057725369e-08
6.751687921980495562e-03,3.044279237020582456e-08,3.044279237020581794e-08
6.801700425106277370e-03,3.086199589821092648e-08,3.086199589821092648e-08
6.851712928232058311e-03,3.128537982574481588e-08,3.128537982574481588e-08
6.901725431357840120e-03,3.171298323817937028e-08,3.171298323817936366e-08
6.951737934483621061e-03,3.214484558865892836e-08,3.214484558865892836e-08
7.001750437609402869e-03,3.258100670169128611e-08,3.258100670169127949e-08
7.051762940735184677e-03,3.302150677677473157e-08,3.302150677677473819e-08
7.101775443860965618e-03,3.346638639206170065e-08,3.346638639206170065e-08
7.151787946986747427e-03,3.391568650806264697e-08,3.391568650806264035e-08
7.201800450112528368e-03,3.436944847138500419e-08,3.436944847138501742e-08
7.251812953238310176e-03,3.482771401851299767e-08,3.482771401851299767e-08
7.301825456364091985e-03,3.529052527962638010e-08,3.529052527962639333e-08
7.351837959489872926e-03,3.575792478245571509e-08,3.575792478245570848e-08
7.401850462615654734e-03,3.622995545618261990e-08,3.622995545618261990e-08
7.451862965741435675e-03,3.670666063537462382e-08,3.670666063537461720e-08
7.501875468867217484e-03,3.718808406396633554e-08,3.718808406396635539e-08
7.551887971992998425e-03,3.767426989927717193e-08,3.767426989927717193e-08
7.601900475118780233e-03,3.816526271607296037e-08,3.816526271607296698e-08
7.651912978244562041e-03,3.866110751066958840e-08,3.866110751066956855e-08
7.701925481370342982e-03,3.916184970507953444e-08,3.916184970507954106e-08
7.751937984496124791e-03,3.966753515120021405e-08,3.966753515120020082e-08
7.801950487621905732e-03,4.017821013504636537e-08,4.017821013504637861e-08
7.851962990747687540e-03,4.069392138102733389e-08,4.069392138102732727e-08
7.901975493873468481e-03,4.121471605626810514e-08,4.121471605626811837e-08
7.951987996999251157e-03,4.174064177497444928e-08,4.174064177497445589e-08
8.002000500125032098e-03,4.227174660284540690e-08,4.227174660284540029e-08
8.052013003250813039e-03,4.280807906153041612e-08,4.280807906153042935e-08
8.102025506376593980e-03,4.334968813313390651e-08,4.334968813313390651e-08
8.152038009502376656e-03,4.389662326476571899e-08,4.389662326476571899e-08
8.202050512628157597e-03,4.444893437313981971e-08,4.444893437313984618e-08
8.252063015753938538e-03,4.500667184922130811e-08,4.500667184922130150e-08
8.302075518879721214e-03,4.556988656292101098e-08,4.556988656292101098e-08
8.352088022005502155e-03,4.613862986784182496e-08,4.613862986784180511e-08
8.402100525131283096e-03,4.671295360607007755e-08,4.671295360607007755e-08
8.452113028257065772e-03,4.729291011302228933e-08,4.729291011302228271e-08
8.502125531382846713e-03,4.787855222233940969e-08,4.787855222233939646e-08
8.552138034508627654e-03,4.846993327083229820e-08,4.846993327083230482e-08
8.602150537634408595e-03,4.906710710348367244e-08,4.906710710348365259e-08
8.652163040760191270e-03,4.967012807849513401e-08,4.967012807849512078e-08
8.702175543885972211e-03,5.027905107239432061e-08,5.027905107239432061e-08
8.752188047011753153e-03,5.089393148519170877e-08,5.089393148519170877e-08
8.802200550137535828e-03,5.151482524559241420e-08,5.151482524559240758e-08
8.852213053263316769e-03,5.214178881626521319e-08,5.214178881626520657e-08
8.902225556389097710e-03,5.277487919916314034e-08,5.277487919916314034e-08
8.952238059514878651e-03,5.341415394090459627e-08,5.341415394090460289e-08
9.002250562640661327e-03,5.405967113820687863e-08,5.405967113820687863e-08
9.052263065766442268e-03,5.471148944338171869e-08,5.471148944338172531e-08
9.102275568892223209e-03,5.536966806988508747e-08,5.536966806988507424e-08
9.152288072018005885e-03,5.603426679792761118e-08,5.603426679792763765e-08
9.202300575143786826e-03,5.670534598014455013e-08,5.670534598014455674e-08
9.252313078269567767e-03,5.738296654732532818e-08,5.738296654732533480e-08
9.302325581395348708e-03,5.806719001420345951e-08,5.806719001420344628e-08
9.352338084521131384e-03,5.875807848530861984e-08,5.875807848530862646e-08
9.402350587646912325e-03,5.945569466088190764e-08,5.945569466088192749e-08
9.452363090772693266e-03,6.016010184285080130e-08,6.016010184285080130e-08
9.502375593898475942e-03,6.087136394087064147e-08,6.087136394087066794e-08
9.552388097024256883e-03,6.158954547842955490e-08,6.158954547842955490e-08
9.602400600150037824e-03,6.231471159901791149e-08,6.231471159901791149e-08
9.652413103275820500e-03,6.304692807236429999e-08,6.304692807236428675e-08
9.702425606401601441e-03,6.378626130073783697e-08,6.378626130073781050e-08
9.752438109527382382e-03,6.453277832531688838e-08,6.453277832531686191e-08
9.802450612653163323e-03,6.528654683262649352e-08,6.528654683262649352e-08
9.852463115778945998e-03,6.604763516104580153e-08,6.604763516104582800e-08
9.902475618904726939e-03,6.681611230738332344e-08,6.681611230738331020e-08
9.952488122030507880e-03,6.759204793352248800e-08,6.759204793352248800e-08
1.000250062515629056e-02,6.837551237314071730e-08,6.837551237314070406e-08
1.005251312828207150e-02,6.916657663849768112e-08,6.916657663849766789e-08
1.010252563140785244e-02,6.996531242729884468e-08,6.996531242729883145e-08
1.015253813453363338e-02,7.077179212963024641e-08,7.077179212963024641e-08
1.020255063765941606e-02,7.158608883497085879e-08,7.158608883497081908e-08
1.025256314078519700e-02,7.240827633927721158e-08,7.240827633927721158e-08
1.030257564391097794e-02,7.323842915214637891e-08,7.323842915214635244e-08
1.035258814703676061e-02,7.407662250405613899e-08,7.407662250405612575e-08
1.040260065016254155e-02,7.492293235368065203e-08,7.492293235368062556e-08
1.045261315328832250e-02,7.577743539528845932e-08,7.577743539528843285e-08
1.050262565641410517e-02,7.664020906621925621e-08,7.664020906621925621e-08
1.055263815953988611e-02,7.751133155443928049e-08,7.751133155443932020e-08
1.060265066266566705e-02,7.839088180618055690e-08,7.839088180618054366e-08
1.065266316579144799e-02,7.927893953366330976e-08,7.927893953366332300e-08
1.070267566891723067e-02,8.017558522290080250e-08,8.017558522290080250e-08
1.075268817204301161e-02,8.108090014158715992e-08,8.108090014158718639e-08
1.080270067516879255e-02,8.199496634707496267e-08,8.199496634707496267e-08
1.085271317829457523e-02,8.291786669443579815e-08,8.291786669443578492e-08
1.090272568142035617e-02,8.384968484460896885e-08,8.384968484460894238e-08
1.095273818454613711e-02,8.479050527264054216e-08,8.479050527264054216e-08
1.100275068767191805e-02,8.574041327600996215e-08,8.574041327600996215e-08
1.105276319079770073e-02,8.669949498304771746e-08,8.669949498304770423e-08
1.110277569392348167e-02,8.766783736144765180e-08,8.766783736144762533e-08
1.115278819704926261e-02,8.864552822686579096e-08,8.864552822686579096e-08
1.120280070017504528e-02,8.963265625161929184e-08,8.963265625161926537e-08
1.125281320330082623e-02,9.062931097347781055e-08,9.062931097347781055e-08
1.130282570642660717e-02,9.163558280454931484e-08,9.163558280454931484e-08
1.135283820955238984e-02,9.265156304026675955e-08,9.265156304026673309e-08
1.140285071267817078e-02,9.367734386846939154e-08,9.367734386846940478e-08
1.145286321580395172e-02,9.471301837858601619e-08,9.471301837858600295e-08
1.150287571892973267e-02,9.575868057091861084e-08,9.575868057091859760e-08
1.155288822205551534e-02,9.681442536602531908e-08,9.681442536602533231e-08
1.160290072518129628e-02,9.788034861421202396e-08,9.788034861421205043e-08
1.165291322830707722e-02,9.895654710512074779e-08,9.895654710512078750e-08
1.170292573143285990e-02,1.000431185774290925e-07,1.000431185774290396e-07
1.175293823455864084e-02,1.011401617286556917e-07,1.011401617286557049e-07
1.180295073768442178e-02,1.022477762250701122e-07,1.022477762250701386e-07
1.185296324081020272e-02,1.033660627117179389e-07,1.033660627117179124e-07
1.190297574393598540e-02,1.044951228225504686e-07,1.044951228225504024e-07
1.195298824706176634e-02,1.056350591906685407e-07,1.056350591906685804e-07
1.200300075018754728e-02,1.067859754586819756e-07,1.067859754586819624e-07
1.205301325331332996e-02,1.079479762891790472e-07,1.079479762891790207e-07
1.210302575643911090e-02,1.091211673753167372e-07,1.091211673753167505e-07
1.215303825956489184e-02,1.103056554515235926e-07,1.103056554515236059e-07
1.220305076269067278e-02,1.115015483043243428e-07,1.115015483043243561e-07
1.225306326581645545e-02,1.127089547832830892e-07,1.127089547832830760e-07
1.230307576894223640e-02,1.139279848120685068e-07,1.139279848120684936e-07
1.235308827206801734e-02,1.151587493996433084e-07,1.151587493996432951e-07
1.240310077519380001e-02,1.164013606515746222e-07,1.164013606515746354e-07
1.245311327831958095e-02,1.176559317814748133e-07,1.176559317814748266e-07
1.250312578144536189e-02,1.189225771225650848e-07,1.189225771225650716e-07
1.255313828457114457e-02,1.202014121393723276e-07,1.202014121393723540e-07
1.260315078769692551e-02,1.214925534395514769e-07,1.214925534395514769e-07
1.265316329082270645e-02,1.227961187858479602e-07,1.227961187858479602e-07
1.270317579394848739e-02,1.241122271081826736e-07,1.241122271081826736e-07
1.275318829707427007e-02,1.254409985158827273e-07,1.254409985158826744e-07
1.280320080020005101e-02,1.267825543100418796e-07,1.267825543100419061e-07
1.285321330332583195e-02,1.281370169960234847e-07,1.281370169960235376e-07
1.290322580645161463e-02,1.295045102961012149e-07,1.295045102961012149e-07
1.295323830957739557e-02,1.308851591622427469e-07,1.308851591622427204e-07
1.300325081270317651e-02,1.322790897890389520e-07,1.322790897890389255e-07
1.305326331582895745e-02,1.336864296267730320e-07,1.336864296267730320e-07
1.310327581895474013e-02,1.351073073946410099e-07,1.351073073946410364e-07
1.315328832208052107e-02,1.365418530941234944e-07,1.365418530941235208e-07
1.320330082520630201e-02,1.379901980224991906e-07,1.379901980224991906e-07
1.325331332833208468e-02,1.394524747865203006e-07,1.394524747865202476e-07
1.330332583145786562e-02,1.409288173162371324e-07,1.409288173162371324e-07
1.335333833458364657e-02,1.424193608789799681e-07,1.424193608789799945e-07
1.340335083770942924e-02,1.439242420934982661e-07,1.439242420934982661e-07
1.345336334083521018e-02,1.454435989442636602e-07,1.454435989442636338e-07
1.350337584396099112e-02,1.469775707959284415e-07,1.469775707959284679e-07
1.355338834708677206e-02,1.485262984079538430e-07,1.485262984079537901e-07
1.360340085021255474e-02,1.500899239494011947e-07,1.500899239494012212e-07
1.365341335333833568e-02,1.516685910138920071e-07,1.516685910138920865e-07
1.370342585646411662e-02,1.532624446347381767e-07,1.532624446347381767e-07
1.375343835958989930e-02,1.548716313002430806e-07,1.548716313002430541e-07
1.380345086271568024e-02,1.564962989691799120e-07,1.564962989691798591e-07
1.385346336584146118e-02,1.581365970864406146e-07,1.581365970864406146e-07
1.390347586896724212e-02,1.597926765988716129e-07,1.597926765988716393e-07
1.395348837209302480e-02,1.614646899712806439e-07,1.614646899712806703e-07
1.400350087521880574e-02,1.631527912026373742e-07,1.631527912026373478e-07
1.405351337834458668e-02,1.648571358424469439e-07,1.648571358424469704e-07
1.410352588147036935e-02,1.665778810073233571e-07,1.665778810073233571e-07
1.415353838459615030e-02,1.683151853977396114e-07,1.683151853977396644e-07
1.420355088772193124e-02,1.700692093149851656e-07,1.700692093149851656e-07
1.425356339084771218e-02,1.718401146783033212e-07,1.718401146783033477e-07
1.430357589397349485e-02,1.736280650422359436e-07,1.736280650422359436e-07
1.435358839709927579e-02,1.754332256141584460e-07,1.754332256141584460e-07
1.440360090022505674e-02,1.772557632720282803e-07,1.772557632720283332e-07
1.445361340335083941e-02,1.790958465823250414e-07,1.790958465823251208e-07
1.450362590647662035e-02,1.809536458182070161e-07,1.809536458182069896e-07
1.455363840960240129e-02,1.828293329778721038e-07,1.828293329778721303e-07
1.460365091272818397e-02,1.847230818031319527e-07,1.847230818031318998e-07
1.465366341585396491e-02,1.866350677982013207e-07,1.866350677982012942e-07
1.470367591897974585e-02,1.885654682487062359e-07,1.885654682487062623e-07
1.475368842210552679e-02,1.905144622409046037e-07,1.905144622409045772e-07
1.480370092523130947e-02,1.924822306811444594e-07,1.924822306811444858e-07
1.485371342835709041e-02,1.944689563155298232e-07,1.944689563155298496e-07
1.490372593148287135e-02,1.964748237498297331e-07,1.964748237498297596e-07
1.495373843460865403e-02,1.985000194696101009e-07,1.985000194696101009e-07
1.500375093773443497e-02,2.005447318606025776e-07,2.005447318606024717e-07
1.505376344086021591e-02,2.026091512293112507e-07,2.026091512293112507e-07
1.510377594398599685e-02,2.046934698238575957e-07,2.046934698238576221e-07
1.515378844711177952e-02,2.067978818550685785e-07,2.067978818550685785e-07
1.520380095023756047e-02,2.089225835178137071e-07,2.089225835178136541e-07
1.525381345336334141e-02,2.110677730125890982e-07,2.110677730125890982e-07
1.530382595648912408e-02,2.132336505673515253e-07,2.132336505673515517e-07
1.535383845961490502e-02,2.154204184596143843e-07,2.154204184596144108e-07
1.540385096274068596e-02,2.176282810387953880e-07,2.176282810387954145e-07
1.545386346586646864e-02,2.198574447488328746e-07,2.198574447488329010e-07
1.550387596899224958e-02,2.221081181510655441e-07,2.221081181510655441e-07
1.555388847211803052e-02,2.243805119473733195e-07,2.243805119473733724e-07
1.560390097524381146e-02,2.266748390036040274e-07,2.266748390036041333e-07
1.565391347836959240e-02,2.289913143732663132e-07,2.289913143732662074e-07
1.570392598149537508e-02,2.313301553215058347e-07,2.313301553215058877e-07
1.575393848462115776e-02,2.336915813493573241e-07,2.336915813493572712e-07
1.580395098774693696e-02,2.360758142182944090e-07,2.360758142182944354e-07
1.585396349087271964e-02,2.384830779750602767e-07,2.384830779750603826e-07
1.590397599399850231e-02,2.409135989767964162e-07,2.409135989767964162e-07
1.595398849712428152e-02,2.433676059164655439e-07,2.433676059164654909e-07
1.600400100025006420e-02,2.458453298485778206e-07,2.458453298485777677e-07
1.605401350337584687e-02,2.483470042152255744e-07,2.483470042152256273e-07
1.610402600650162608e-02,2.508728648724162836e-07,2.508728648724162306e-07
1.615403850962740875e-02,2.534231501167354805e-07,2.534231501167354805e-07
1.620405101275318796e-02,2.559981007123085512e-07,2.559981007123085512e-07
1.625406351587897064e-02,2.585979599180960543e-07,2.585979599180960543e-07
1.630407601900475331e-02,2.612229735155114421e-07,2.612229735155113892e-07
1.635408852213053252e-02,2.638733898363598604e-07,2.638733898363599133e-07
1.640410102525631519e-02,2.665494597911293129e-07,2.665494597911292070e-07
1.645411352838209787e-02,2.692514368975993055e-07,2.692514368975993585e-07
1.650412603150787708e-02,2.719795773098036554e-07,2.719795773098037084e-07
1.655413853463365975e-02,2.747341398473391545e-07,2.747341398473391545e-07
1.660415103775944243e-02,2.775153860250201930e-07,2.775153860250201401e-07
1.665416354088522163e-02,2.803235800828970246e-07,2.803235800828970775e-07
1.670417604401100431e-02,2.831589890166255505e-07,2.831589890166255505e-07
1.675418854713678699e-02,2.860218826082141921e-07,2.860218826082142980e-07
1.680420105026256619e-02,2.889125334571229171e-07,2.889125334571228642e-07
1.685421355338834887e-02,2.918312170117580423e-07,2.918312170117580423e-07
1.690422605651413154e-02,2.947782116013316307e-07,2.947782116013315248e-07
1.695423855963991075e-02,2.977537984681093064e-07,2.977537984681094652e-07
1.700425106276569343e-02,3.007582618000488695e-07,3.007582618000489753e-07
1.705426356589147263e-02,3.037918887638377571e-07,3.037918887638376513e-07
1.710427606901725531e-02,3.068549695383177049e-07,3.068549695383176520e-07
1.715428857214303798e-02,3.099477973483362598e-07,3.099477973483363656e-07
1.720430107526881719e-02,3.130706684989729989e-07,3.130706684989729989e-07
1.725431357839459987e-02,3.162238824102301881e-07,3.162238824102301352e-07
1.730432608152038254e-02,3.194077416521025922e-07,3.194077416521025393e-07
1.735433858464616175e-02,3.226225519800908141e-07,3.226225519800908141e-07
1.740435108777194442e-02,3.258686223711503258e-07,3.258686223711503258e-07
1.745436359089772710e-02,3.291462650600769862e-07,3.291462650600770391e-07
1.750437609402350631e-02,3.324557955763310575e-07,3.324557955763311634e-07
1.755438859714928898e-02,3.357975327813116311e-07,3.357975327813116311e-07
1.760440110027507166e-02,3.391717989060980864e-07,3.391717989060979805e-07
1.765441360340085086e-02,3.425789195896376181e-07,3.425789195896376181e-07
1.770442610652663354e-02,3.460192239174162083e-07,3.460192239174163142e-07
1.775443860965241621e-02,3.494930444605850895e-07,3.494930444605850365e-07
1.780445111277819542e-02,3.530007173155925694e-07,3.530007173155926224e-07
1.785446361590397810e-02,3.565425821442798179e-07,3.565425821442799238e-07
1.790447611902975730e-02,3.601189822144820146e-07,3.601189822144820146e-07
1.795448862215553998e-02,3.637302644411283996e-07,3.637302644411283466e-07
1.800450112528132265e-02,3.673767794278457256e-07,3.673767794278456727e-07
1.805451362840710186e-02,3.710588815090825832e-07,3.710588815090826362e-07
1.810452613153288454e-02,3.747769287927380278e-07,3.747769287927379749e-07
1.815453863465866721e-02,3.785312832033439016e-07,3.785312832033436899e-07
1.820455113778444642e-02,3.823223105257536813e-07,3.823223105257535225e-07
1.825456364091022909e-02,3.861503804493930676e-07,3.861503804493930676e-07
1.830457614403601177e-02,3.900158666130466404e-07,3.900158666130465345e-07
1.835458864716179098e-02,3.939191466502136141e-07,3.939191466502136141e-07
1.840460115028757365e-02,3.978606022350130537e-07,3.978606022350128419e-07
1.845461365341335633e-02,4.018406191286776711e-07,4.018406191286777240e-07
1.850462615653913553e-02,4.058595872266040708e-07,4.058595872266040178e-07
1.855463865966491821e-02,4.099179006060138112e-07,4.099179006060139171e-07
1.860465116279069742e-02,4.140159575741957958e-07,4.140159575741956370e-07
1.865466366591648009e-02,4.181541607173568334e-07,4.181541607173569393e-07
1.870467616904226277e-02,4.223329169500769276e-07,4.223329169500770864e-07
1.875468867216804197e-02,4.265526375653927997e-07,4.265526375653930644e-07
1.880470117529382465e-02,4.308137382855061511e-07,4.308137382855060453e-07
1.885471367841960733e-02,4.351166393131252953e-07,4.351166393131251365e-07
1.890472618154538653e-02,4.394617653834587396e-07,4.394617653834586867e-07
1.895473868467116921e-02,4.438495458168559538e-07,4.438495458168557420e-07
1.900475118779695188e-02,4.482804145721166062e-07,4.482804145721165533e-07
1.905476369092273109e-02,4.527548103004668913e-07,4.527548103004671030e-07
1.910477619404851377e-02,4.572731764002276710e-07,4.572731764002276181e-07
1.915478869717429644e-02,4.618359610721574376e-07,4.618359610721576494e-07
1.920480120030007565e-02,4.664436173755091125e-07,4.664436173755090066e-07
1.925481370342585832e-02,4.710966032847917359e-07,4.710966032847918417e-07
1.930482620655164100e-02,4.757953817472485871e-07,4.757953817472487459e-07
